Generation N Sum GN.F GN.M PN1.F PN1.M Program Trait value Population h2 rep
24 6000 2.49032770599584 1.2452742560322 1.24505344996364 0 0 PN1 T1 Tbv GN1 0.25 0
25 6000 3.19011077600793 1.53677555738557 1.65333521862235 0 0 PN1 T1 Tbv GN1 0.25 0
26 6000 3.91796325639708 1.83636598938456 2.08159726701252 0 0 PN1 T1 Tbv GN1 0.25 0
27 6000 4.66285613886947 2.088888043743 2.57396809512647 0 0 PN1 T1 Tbv GN1 0.25 0
28 6000 5.17640529922664 2.15033324624986 3.02607205297678 0 0 PN1 T1 Tbv GN1 0.25 0
29 6000 5.77465029133183 2.33429168032789 3.44035861100394 0 0 PN1 T1 Tbv GN1 0.25 0
30 6000 6.55376469196615 2.55774444309379 3.99602024887236 0 0 PN1 T1 Tbv GN1 0.25 0
31 6000 7.07835567882189 2.66710406810129 4.4112516107206 0 0 PN1 T1 Tbv GN1 0.25 0
32 6000 7.52194249189653 2.99972901088015 4.52221348101638 0 0 PN1 T1 Tbv GN1 0.25 0
33 6000 7.79192856486042 3.18796716150729 4.60396140335312 0 0 PN1 T1 Tbv GN1 0.25 0
34 6000 8.02978806816249 3.33818373787791 4.69160433028457 0 0 PN1 T1 Tbv GN1 0.25 0
35 6000 8.38429585022624 3.39451277237543 4.98978307785081 0 0 PN1 T1 Tbv GN1 0.25 0
36 6000 8.81515875940246 3.64923673132929 5.16592202807317 0 0 PN1 T1 Tbv GN1 0.25 0
37 6000 9.23297783600272 3.84525203862314 5.38772579737959 0 0 PN1 T1 Tbv GN1 0.25 0
38 6000 9.47187290485366 4.03528737033115 5.43658553452251 0 0 PN1 T1 Tbv GN1 0.25 0
39 6000 9.86625669278762 4.19147123739415 5.67478545539347 0 0 PN1 T1 Tbv GN1 0.25 0
40 6000 10.1510988399149 4.24794800860794 5.90315083130694 0 0 PN1 T1 Tbv GN1 0.25 0
20 4500 -0.147196668625174 0 0 -0.146924627014772 -0.000272041610402143 PN1 T1 Ebv PN1 0.25 0
22 9000 0.566749560432613 0.628688346341745 -0.624062545084362 0.0656747166318414 0.496449042543389 PN1 T1 Ebv PN1 0.25 0
23 9000 1.32264462954072 1.21200324350598 -0.821339516661454 0.535604143734849 0.396376758961345 PN1 T1 Ebv PN1 0.25 0
24 9000 1.9603206909633 1.68958583361985 -0.934894580970219 1.02621248821183 0.179416950101834 PN1 T1 Ebv PN1 0.25 0
25 9000 2.80958181282838 2.43747499456363 -0.887931931611716 1.17519381479515 0.0848449350813086 PN1 T1 Ebv PN1 0.25 0
26 9000 3.47912539357934 3.48001307598771 -1.3014599447765 1.28403525614551 0.0165370062226277 PN1 T1 Ebv PN1 0.25 0
27 9000 4.21787067129473 4.56573896283627 -1.50980804356763 1.15705138485457 0.00488836717151852 PN1 T1 Ebv PN1 0.25 0
28 9000 4.70631153282608 5.13007730960769 -1.55845846092468 1.14978267375082 -0.0150899896077554 PN1 T1 Ebv PN1 0.25 0
29 9000 5.3992743664657 5.64730499891501 -1.29862253200579 1.04339190949721 0.00719999005926913 PN1 T1 Ebv PN1 0.25 0
30 9000 6.03618629617518 6.21999247339576 -1.26734396402241 1.08785463551106 -0.00431684870922725 PN1 T1 Ebv PN1 0.25 0
31 9000 6.6017226576133 6.87749780121024 -1.44517183013563 1.16949154853383 -9.48619951388723e-05 PN1 T1 Ebv PN1 0.25 0
32 9000 7.01831294621942 7.54371220802652 -1.72666000242424 1.22698047271758 -0.0257197321004302 PN1 T1 Ebv PN1 0.25 0
33 9000 7.3429726572534 8.35535582503993 -2.23799606686961 1.2343844776913 -0.00877157860820643 PN1 T1 Ebv PN1 0.25 0
34 9000 7.60978953470622 9.02327306938244 -2.65436899411657 1.25477000682541 -0.0138845473850625 PN1 T1 Ebv PN1 0.25 0
35 9000 7.92566204502293 9.5269266286665 -2.71264267946173 1.12440155431711 -0.0130234584989482 PN1 T1 Ebv PN1 0.25 0
36 9000 8.37582410837252 10.1311026487251 -2.84905125210885 1.09650251663376 -0.00272980487750006 PN1 T1 Ebv PN1 0.25 0
37 9000 8.81549452120917 10.9370122187856 -3.16806384320993 1.04831787682755 -0.00177173119409108 PN1 T1 Ebv PN1 0.25 0
38 9000 9.05570455208708 11.6566231946923 -3.6539642847356 1.06582619019366 -0.0127805480632387 PN1 T1 Ebv PN1 0.25 0
39 9000 9.44358596597255 12.2832588932941 -3.83283872022348 1.00050096435932 -0.00733517145744006 PN1 T1 Ebv PN1 0.25 0
40 9000 9.72302733167464 12.7498819648459 -3.90816822451403 0.887342808884734 -0.00602921754198285 PN1 T1 Ebv PN1 0.25 0
41 9000 10.1062350119736 13.1833634556637 -3.84967623780811 0.772062796859261 0.000484997258729415 PN1 T1 Ebv PN1 0.25 0
20 4500 0.0319899395354903 0 0 -0.0035954250834634 0.0355853646189537 PN1 T1 Tbv PN1 0.25 0
22 9000 0.935358750067607 0.340950800074382 0.4381831634162 0.020204191532404 0.136020595044622 PN1 T1 Tbv PN1 0.25 0
23 9000 1.68282087999173 0.632718240922503 0.822756756980679 0.0957237411467792 0.131622140941773 PN1 T1 Tbv PN1 0.25 0
24 9000 2.33077496133449 0.920773404053272 1.11931234635649 0.21670614337426 0.0739830675504658 PN1 T1 Tbv PN1 0.25 0
25 9000 3.19971532001341 1.2786158390054 1.64084050189762 0.242435435195061 0.0378235439153335 PN1 T1 Tbv PN1 0.25 0
26 9000 3.89621862059736 1.56698465333795 2.04481208492307 0.271640041255597 0.0127818410807448 PN1 T1 Tbv PN1 0.25 0
27 9000 4.64027357985709 1.8243868422963 2.56545924120991 0.246124995166621 0.00430250118426409 PN1 T1 Tbv PN1 0.25 0
28 9000 5.10185850155785 1.85103286346259 3.03926511389983 0.215996730099812 -0.00443620590437503 PN1 T1 Tbv PN1 0.25 0
29 9000 5.79792753718797 2.05712071381532 3.5257332862952 0.214859757032904 0.000213780044541954 PN1 T1 Tbv PN1 0.25 0
30 9000 6.48096449113991 2.28555012852353 3.99121351897402 0.19927483591982 0.00492600772252984 PN1 T1 Tbv PN1 0.25 0
31 9000 7.02402579874954 2.43517450731065 4.40233299916371 0.185783417021459 0.000734875253713409 PN1 T1 Tbv PN1 0.25 0
32 9000 7.41827808004791 2.75707436098181 4.4684343357843 0.197727544957793 -0.0049581616759881 PN1 T1 Tbv PN1 0.25 0
33 9000 7.74739884035522 2.98575986040606 4.57918099295703 0.180955559422536 0.00150242756959331 PN1 T1 Tbv PN1 0.25 0
34 9000 7.98589662132658 3.10792849969976 4.68885344032501 0.190923190506517 -0.00180850920470173 PN1 T1 Tbv PN1 0.25 0
35 9000 8.33255976175044 3.1919818806052 4.95505120768905 0.180807024317786 0.00471964913840383 PN1 T1 Tbv PN1 0.25 0
36 9000 8.76934258827242 3.41874147073986 5.16377439503426 0.186980148502824 -0.000153426004531319 PN1 T1 Tbv PN1 0.25 0
37 9000 9.18546735906322 3.63828993644664 5.38872488492535 0.161355684384984 -0.00290314669374928 PN1 T1 Tbv PN1 0.25 0
38 9000 9.4350305462704 3.83272838153847 5.4560484904503 0.154658751663708 -0.00840507738207576 PN1 T1 Tbv PN1 0.25 0
39 9000 9.81864440269061 3.99390293794888 5.65776683059873 0.165181408149669 0.00179322599333101 PN1 T1 Tbv PN1 0.25 0
40 9000 10.0706816117894 4.11806035803163 5.79791673721432 0.159079007291619 -0.00437449074816528 PN1 T1 Tbv PN1 0.25 0
41 9000 10.4458005067272 4.24110426612695 6.05058442318367 0.150931646747684 0.00318017066886426 PN1 T1 Tbv PN1 0.25 0
20 1500 -0.0398205019886514 0.0622718652426938 -0.102092367231345 0 0 PN1 T2 Ebv GN1 0.25 0
21 6000 -2.33476970791013 0.0569147605857719 -2.3916844684959 0 0 PN1 T2 Ebv GN1 0.25 0
22 6000 -1.61145055825047 0.658146629625156 -2.26959718787563 0 0 PN1 T2 Ebv GN1 0.25 0
23 6000 -0.942244151942579 1.38648571528658 -2.32872986722916 0 0 PN1 T2 Ebv GN1 0.25 0
24 6000 -0.00805720027741237 2.07960275299416 -2.08765995327157 0 0 PN1 T2 Ebv GN1 0.25 0
25 6000 0.597470605872182 2.80701648399932 -2.20954587812714 0 0 PN1 T2 Ebv GN1 0.25 0
26 6000 1.3705674443638 3.15756278236274 -1.78699533799894 0 0 PN1 T2 Ebv GN1 0.25 0
27 6000 1.86967605770313 3.99428610872222 -2.12461005101909 0 0 PN1 T2 Ebv GN1 0.25 0
28 6000 2.32113768835112 4.39572136030379 -2.07458367195266 0 0 PN1 T2 Ebv GN1 0.25 0
29 6000 2.85721139334734 4.90328558345444 -2.04607419010709 0 0 PN1 T2 Ebv GN1 0.25 0
30 6000 3.28297408227169 5.39437745691415 -2.11140337464246 0 0 PN1 T2 Ebv GN1 0.25 0
31 6000 3.71948584228337 6.06705567610185 -2.34756983381848 0 0 PN1 T2 Ebv GN1 0.25 0
32 6000 4.07795040724759 6.47929194516282 -2.40134153791522 0 0 PN1 T2 Ebv GN1 0.25 0
33 6000 4.12877169679494 6.93370464991983 -2.80493295312488 0 0 PN1 T2 Ebv GN1 0.25 0
34 6000 4.4323969426795 7.23553881200698 -2.80314186932747 0 0 PN1 T2 Ebv GN1 0.25 0
35 6000 4.61950281640215 7.7408740400696 -3.12137122366746 0 0 PN1 T2 Ebv GN1 0.25 0
36 6000 4.81818770211473 7.98336270995549 -3.16517500784076 0 0 PN1 T2 Ebv GN1 0.25 0
37 6000 4.93684354648945 8.37464435289531 -3.43780080640586 0 0 PN1 T2 Ebv GN1 0.25 0
38 6000 5.29567733896964 8.76515318322626 -3.46947584425662 0 0 PN1 T2 Ebv GN1 0.25 0
39 6000 5.52459453885172 9.08109035737521 -3.55649581852349 0 0 PN1 T2 Ebv GN1 0.25 0
40 6000 5.79134784140276 9.31065885643129 -3.51931101502852 0 0 PN1 T2 Ebv GN1 0.25 0
20 1500 -0.120128309421538 0.00605710692539124 -0.126185416346929 0 0 PN1 T2 Tbv GN1 0.25 0
21 6000 0.164938117264489 0.144487347982782 0.0204507692817076 0 0 PN1 T2 Tbv GN1 0.25 0
22 6000 0.991892497157456 0.375535450370808 0.616357046786648 0 0 PN1 T2 Tbv GN1 0.25 0
23 6000 1.55626770212912 0.516394964448519 1.0398727376806 0 0 PN1 T2 Tbv GN1 0.25 0
24 6000 2.54163554698666 0.922469702826274 1.61916584416039 0 0 PN1 T2 Tbv GN1 0.25 0
25 6000 3.1012970105182 1.20763575385227 1.89366125666592 0 0 PN1 T2 Tbv GN1 0.25 0
26 6000 3.90568494997509 1.52644734237642 2.37923760759867 0 0 PN1 T2 Tbv GN1 0.25 0
27 6000 4.3953607083707 1.9485981321951 2.44676257617561 0 0 PN1 T2 Tbv GN1 0.25 0
28 6000 4.81804114686835 2.11433310311686 2.70370804375149 0 0 PN1 T2 Tbv GN1 0.25 0
29 6000 5.41464822961831 2.32992306578209 3.08472516383622 0 0 PN1 T2 Tbv GN1 0.25 0
30 6000 5.80831081894159 2.39090553835125 3.41740528059034 0 0 PN1 T2 Tbv GN1 0.25 0
31 6000 6.2303636790856 2.6029983777855 3.6273653013001 0 0 PN1 T2 Tbv GN1 0.25 0
32 6000 6.59236459532804 2.77550828222772 3.81685631310032 0 0 PN1 T2 Tbv GN1 0.25 0
33 6000 6.66994057520993 2.80494850570311 3.86499206950682 0 0 PN1 T2 Tbv GN1 0.25 0
34 6000 6.97910222217834 2.89431105823187 4.08479116394647 0 0 PN1 T2 Tbv GN1 0.25 0
35 6000 7.1389694612499 3.02001153695965 4.11895792429025 0 0 PN1 T2 Tbv GN1 0.25 0
36 6000 7.39229605839884 3.05539289444114 4.3369031639577 0 0 PN1 T2 Tbv GN1 0.25 0
37 6000 7.48971527255008 3.09651608819099 4.39319918435909 0 0 PN1 T2 Tbv GN1 0.25 0
38 6000 7.80916609953667 3.28666481946983 4.52250128006684 0 0 PN1 T2 Tbv GN1 0.25 0
39 6000 7.9896878016657 3.41798465766277 4.57170314400293 0 0 PN1 T2 Tbv GN1 0.25 0
40 6000 8.16440182984977 3.49481485373731 4.66958697611245 0 0 PN1 T2 Tbv GN1 0.25 0
20 4500 0.0132735006628839 0 0 -0.00215023733675198 0.0154237379996359 PN1 T2 Ebv PN1 0.25 0
22 9000 -1.01512499735713 0.175495562881216 -1.2258598723575 0.00130859100680028 0.0339307211123513 PN1 T2 Ebv PN1 0.25 0
23 9000 -0.981779457435698 0.709237333502002 -1.86340819032156 0.0258603821532097 0.146531017230646 PN1 T2 Ebv PN1 0.25 0
24 9000 -0.486206062655233 1.36885919606959 -1.96292966574213 0.0122805946853416 0.0955838123319657 PN1 T2 Ebv PN1 0.25 0
25 9000 -0.0993056731621119 2.03974341225764 -2.19307568833568 0.00435550144747971 0.049671101468455 PN1 T2 Ebv PN1 0.25 0
26 9000 0.698559383305617 2.57316582091208 -1.9019516604129 0.00237928666807251 0.0249659361383655 PN1 T2 Ebv PN1 0.25 0
27 9000 1.08831670189225 3.28656833015669 -2.21243051894683 0.00133605084218729 0.0128428398402081 PN1 T2 Ebv PN1 0.25 0
28 9000 1.52985255017429 3.81053216676636 -2.2873236973203 0.000397865870616784 0.00624621485760605 PN1 T2 Ebv PN1 0.25 0
29 9000 2.13997142307363 4.3352259262463 -2.19861802872578 -0.000202397037642871 0.0035659225907417 PN1 T2 Ebv PN1 0.25 0
30 9000 2.57031669327192 4.72954085170223 -2.16106691915976 9.05027290694622e-06 0.00183371045654556 PN1 T2 Ebv PN1 0.25 0
31 9000 2.98398084937833 5.40245594982835 -2.41962203719822 0.000222288587463684 0.00092464816073197 PN1 T2 Ebv PN1 0.25 0
32 9000 3.33464101677165 5.80796974756508 -2.47448414710198 0.000659272420465435 0.000496143888086311 PN1 T2 Ebv PN1 0.25 0
33 9000 3.45341180403863 6.3193031546764 -2.86691401175856 0.000745410413407545 0.000277250707375994 PN1 T2 Ebv PN1 0.25 0
34 9000 3.72435572009591 6.67017834704443 -2.94646494567388 0.00050849114890761 0.000133827576445968 PN1 T2 Ebv PN1 0.25 0
35 9000 4.02675040138895 7.18720252847054 -3.16098071808475 0.000451683795305036 7.69072078633198e-05 PN1 T2 Ebv PN1 0.25 0
36 9000 4.25379671963673 7.49302777303035 -3.23954429333437 0.000283867547405404 2.93723933511974e-05 PN1 T2 Ebv PN1 0.25 0
37 9000 4.40487397850766 7.91505347668322 -3.51011725880866 -7.66545892255224e-05 1.44152223232518e-05 PN1 T2 Ebv PN1 0.25 0
38 9000 4.79389066083687 8.32704079967294 -3.53284152224465 -0.000317234746218922 8.61815479397083e-06 PN1 T2 Ebv PN1 0.25 0
39 9000 5.08707967697955 8.69297841941262 -3.60554467698919 -0.000336246117929773 -1.78193259499142e-05 PN1 T2 Ebv PN1 0.25 0
40 9000 5.39342391221979 8.95714003325431 -3.56310387080653 -0.000597044034019346 -1.52061939667144e-05 PN1 T2 Ebv PN1 0.25 0
41 9000 5.94015029535784 9.22764881746184 -3.28704411916373 -0.000461827636994867 7.42469672748447e-06 PN1 T2 Ebv PN1 0.25 0
20 4500 0.040042769807179 0 0 -0.00261755870045109 0.0426603285076301 PN1 T2 Tbv PN1 0.25 0
22 9000 0.745569412503337 0.164076582439206 0.438336677279085 0.0110343002414686 0.132121852543577 PN1 T2 Tbv PN1 0.25 0
23 9000 1.40076480454965 0.313752859256431 0.881329395163134 0.0603922729165173 0.145290277213572 PN1 T2 Tbv PN1 0.25 0
24 9000 2.38275248935865 0.719685020896152 1.4859397647601 0.0804467245712162 0.0966809791311793 PN1 T2 Tbv PN1 0.25 0
25 9000 2.87702197563108 0.980265285955256 1.79516835771591 0.0599148308322564 0.0416735011276578 PN1 T2 Tbv PN1 0.25 0
26 9000 3.68787815690918 1.40516038777567 2.27153627733722 -0.0139886679621004 0.0251701597583849 PN1 T2 Tbv PN1 0.25 0
27 9000 4.16757832336645 1.77711387272877 2.37685468195874 0.00567902548376858 0.00793074319517111 PN1 T2 Tbv PN1 0.25 0
28 9000 4.58942743537475 2.02359578890368 2.56156315483767 -0.00179202119517556 0.0060605128285762 PN1 T2 Tbv PN1 0.25 0
29 9000 5.14094470758908 2.21650086066067 2.9367127705717 -0.0150762993357377 0.00280737569245628 PN1 T2 Tbv PN1 0.25 0
30 9000 5.60953753381454 2.2934913313452 3.34607190792789 -0.0287557988916117 -0.00126990656693785 PN1 T2 Tbv PN1 0.25 0
31 9000 6.03865094973633 2.48846030013994 3.5615300329391 -0.0155236065601605 0.00418422321744559 PN1 T2 Tbv PN1 0.25 0
32 9000 6.36992832370273 2.61981435499171 3.76016999656375 -0.00897698352749259 -0.00107904432524121 PN1 T2 Tbv PN1 0.25 0
33 9000 6.57537090481971 2.72971439644878 3.85456072883928 -0.00654346876901993 -0.00236075169933685 PN1 T2 Tbv PN1 0.25 0
34 9000 6.8694428397359 2.87073702598664 4.03139685350975 -0.0293383852452024 -0.00335265451528512 PN1 T2 Tbv PN1 0.25 0
35 9000 7.07491416525267 3.00538636151706 4.09396345921855 -0.0183955708601913 -0.00604008462275659 PN1 T2 Tbv PN1 0.25 0
36 9000 7.31109886164119 3.05710656237351 4.28521341400571 -0.0293648936232781 -0.00185622111474815 PN1 T2 Tbv PN1 0.25 0
37 9000 7.38622180174873 3.05986141380095 4.34806738655298 -0.0253784969608013 0.00367149835560007 PN1 T2 Tbv PN1 0.25 0
38 9000 7.67621642738243 3.21486034417135 4.49182019110556 -0.0360659946780051 0.00560188678352632 PN1 T2 Tbv PN1 0.25 0
39 9000 7.83550382551266 3.37969010478865 4.51361012387339 -0.055536864896648 -0.00225953825273193 PN1 T2 Tbv PN1 0.25 0
40 9000 8.04627925677095 3.4288593706758 4.64917946579071 -0.0343527064430275 0.00259312674747096 PN1 T2 Tbv PN1 0.25 0
41 9000 8.24873876798138 3.50589687915702 4.77580118970104 -0.0286571197846435 -0.00430218109203637 PN1 T2 Tbv PN1 0.25 0
20 1500 0.200884751943435 0.262388580643833 -0.0615038287003976 0 0 PN1 I Ebv GN1 0.25 0
21 6000 -1.01751311963087 0.373220143328489 -1.39073326295936 0 0 PN1 I Ebv GN1 0.25 0
22 6000 -0.361515463848435 1.17377008989557 -1.53528555374401 0 0 PN1 I Ebv GN1 0.25 0
23 6000 0.28573591365704 1.90062319109065 -1.61488727743361 0 0 PN1 I Ebv GN1 0.25 0
24 6000 1.05448299759268 2.56527430536053 -1.51079130776785 0 0 PN1 I Ebv GN1 0.25 0
25 6000 1.71084684310384 3.32793729811857 -1.61709045501473 0 0 PN1 I Ebv GN1 0.25 0
26 6000 2.43871213152776 4.04006903170971 -1.60135690018195 0 0 PN1 I Ebv GN1 0.25 0
27 6000 3.06467582839827 4.93572276643512 -1.87104693803685 0 0 PN1 I Ebv GN1 0.25 0
28 6000 3.54585038099297 5.42062405271918 -1.87477367172621 0 0 PN1 I Ebv GN1 0.25 0
29 6000 4.12106495614073 5.88976832495433 -1.7687033688136 0 0 PN1 I Ebv GN1 0.25 0
30 6000 4.6989770995098 6.40386189086997 -1.70488479136017 0 0 PN1 I Ebv GN1 0.25 0
31 6000 5.19632926640263 7.06657988495026 -1.87025061854763 0 0 PN1 I Ebv GN1 0.25 0
32 6000 5.59608222023125 7.62352625710635 -2.02744403687511 0 0 PN1 I Ebv GN1 0.25 0
33 6000 5.74919984668666 8.27293746881523 -2.52373762212857 0 0 PN1 I Ebv GN1 0.25 0
34 6000 6.0277715703801 8.76909019944134 -2.74131862906125 0 0 PN1 I Ebv GN1 0.25 0
35 6000 6.29565823478836 9.22833033514048 -2.93267210035211 0 0 PN1 I Ebv GN1 0.25 0
36 6000 6.60146501126486 9.65759151343127 -3.05612650216641 0 0 PN1 I Ebv GN1 0.25 0
37 6000 6.86982184039757 10.2107290917896 -3.340907251392 0 0 PN1 I Ebv GN1 0.25 0
38 6000 7.16219669569944 10.7436393803912 -3.58144268469175 0 0 PN1 I Ebv GN1 0.25 0
39 6000 7.4649188025463 11.1489201262745 -3.68400132372823 0 0 PN1 I Ebv GN1 0.25 0
40 6000 7.74882298076516 11.4390159168793 -3.69019293611411 0 0 PN1 I Ebv GN1 0.25 0
20 1500 -0.108049064014005 0.00728370841614818 -0.115332772430154 0 0 PN1 I Tbv GN1 0.25 0
21 6000 0.426560551462055 0.180493736992081 0.246066814469975 0 0 PN1 I Tbv GN1 0.25 0
22 6000 1.1587441894951 0.494642267743587 0.664101921751517 0 0 PN1 I Tbv GN1 0.25 0
23 6000 1.72690381401669 0.71259239216995 1.01431142184674 0 0 PN1 I Tbv GN1 0.25 0
24 6000 2.51598162649125 1.08387197942924 1.43210964706201 0 0 PN1 I Tbv GN1 0.25 0
25 6000 3.14570389326306 1.37220565561892 1.77349823764414 0 0 PN1 I Tbv GN1 0.25 0
26 6000 3.91182410318608 1.68140666588049 2.23041743730559 0 0 PN1 I Tbv GN1 0.25 0
27 6000 4.52910842362009 2.01874308796905 2.51036533565104 0 0 PN1 I Tbv GN1 0.25 0
28 6000 4.9972232230475 2.13233317468336 2.86489004836414 0 0 PN1 I Tbv GN1 0.25 0
29 6000 5.59464926047507 2.33210737305499 3.26254188742008 0 0 PN1 I Tbv GN1 0.25 0
30 6000 6.18103775545387 2.47432499072252 3.70671276473135 0 0 PN1 I Tbv GN1 0.25 0
31 6000 6.65435967895375 2.6350512229434 4.01930845601035 0 0 PN1 I Tbv GN1 0.25 0
32 6000 7.05715354361228 2.88761864655393 4.16953489705835 0 0 PN1 I Tbv GN1 0.25 0
33 6000 7.23093457003517 2.9964578336052 4.23447673642997 0 0 PN1 I Tbv GN1 0.25 0
34 6000 7.50444514517041 3.1162473980549 4.38819774711552 0 0 PN1 I Tbv GN1 0.25 0
35 6000 7.76163265573807 3.20726215466754 4.55437050107053 0 0 PN1 I Tbv GN1 0.25 0
36 6000 8.10372740890065 3.35231481288522 4.75141259601543 0 0 PN1 I Tbv GN1 0.25 0
37 6000 8.3613465542764 3.47088406340706 4.89046249086934 0 0 PN1 I Tbv GN1 0.25 0
38 6000 8.64051950219516 3.66097609490049 4.97954340729468 0 0 PN1 I Tbv GN1 0.25 0
39 6000 8.92797224722666 3.80472794752846 5.1232442996982 0 0 PN1 I Tbv GN1 0.25 0
40 6000 9.15775033488232 3.87138143117263 5.28636890370969 0 0 PN1 I Tbv GN1 0.25 0
20 4500 -0.066961583981145 0 0 -0.0745374321757619 0.00757584819461686 PN1 I Ebv PN1 0.25 0
22 9000 -0.224187718462258 0.40209195461148 -0.92496120872093 0.0334916538193208 0.26518988182787 PN1 I Ebv PN1 0.25 0
23 9000 0.17043258605251 0.960620288503991 -1.34237385349151 0.280732262944029 0.271453888095996 PN1 I Ebv PN1 0.25 0
24 9000 0.737057314154031 1.52922251484472 -1.44891212335617 0.519246541448588 0.1375003812169 PN1 I Ebv PN1 0.25 0
25 9000 1.35513806983313 2.23860920341063 -1.5405038099737 0.589774658121317 0.0672580182748818 PN1 I Ebv PN1 0.25 0
26 9000 2.08884238844248 3.02658944844989 -1.6017058025947 0.643207271406791 0.0207514711804966 PN1 I Ebv PN1 0.25 0
27 9000 2.65309368659349 3.92615364649648 -1.86111928125723 0.57919371784838 0.00886560350586334 PN1 I Ebv PN1 0.25 0
28 9000 3.11808204150018 4.47030473818703 -1.92289107912249 0.575090269810718 -0.00442188737507465 PN1 I Ebv PN1 0.25 0
29 9000 3.76962289476966 4.99126546258066 -1.74862028036578 0.521594756229785 0.00538295632500544 PN1 I Ebv PN1 0.25 0
30 9000 4.30325149472355 5.47476666254899 -1.71420544159109 0.543931842891983 -0.00124156912634085 PN1 I Ebv PN1 0.25 0
31 9000 4.79285175349582 6.1399768755193 -1.93239693366692 0.584856918560644 0.000414893082796526 PN1 I Ebv PN1 0.25 0
32 9000 5.17647698149554 6.6758409777958 -2.10057207476311 0.613819872569022 -0.0126117941061719 PN1 I Ebv PN1 0.25 0
33 9000 5.39819223064602 7.33732948985817 -2.55245503931409 0.617564944052352 -0.00424716395041519 PN1 I Ebv PN1 0.25 0
34 9000 5.66707262740106 7.84672570821343 -2.80041696989523 0.62763924898716 -0.00687535990430826 PN1 I Ebv PN1 0.25 0
35 9000 5.97620622320594 8.35706457856852 -2.93681169877324 0.562426619056206 -0.00647327564554244 PN1 I Ebv PN1 0.25 0
36 9000 6.31481041400462 8.81206521087773 -3.04429777272162 0.548393192090585 -0.00135021624207443 PN1 I Ebv PN1 0.25 0
37 9000 6.61018424985841 9.42603284773443 -3.3390905510093 0.524120611119163 -0.000878657985883899 PN1 I Ebv PN1 0.25 0
38 9000 6.92479760646197 9.9918319971826 -3.59340290349013 0.532754477723723 -0.00638596495422238 PN1 I Ebv PN1 0.25 0
39 9000 7.26533282147605 10.4881186563534 -3.71919169860633 0.500082359120694 -0.00367649539169503 PN1 I Ebv PN1 0.25 0
40 9000 7.55822562194721 10.8535109990501 -3.73563604766028 0.443372882425357 -0.0030222118679748 PN1 I Ebv PN1 0.25 0
