Generation N Sum GN.F GN.M PN2.F PN2.M Program Trait value Population h2 rep
30 9000 3.19758936042706 4.33172950799244 -1.93747926243027 0.748020042009435 0.0553190728554566 PN2 I Ebv PN2 0.25 1
31 9000 3.58265182405578 4.94674814821137 -2.16537628764556 0.748819300371443 0.0524606631185244 PN2 I Ebv PN2 0.25 1
32 9000 3.92314705902076 5.61868641974276 -2.40071441982188 0.643623785621931 0.0615512734779487 PN2 I Ebv PN2 0.25 1
33 9000 4.38371654319656 6.33577120529963 -2.61632764494192 0.611750048960095 0.0525229338787526 PN2 I Ebv PN2 0.25 1
34 9000 4.95514590516066 6.95082590924962 -2.685986507178 0.605994080473673 0.0843124226153776 PN2 I Ebv PN2 0.25 1
35 9000 5.36236067849253 7.55751268801165 -2.86600579196552 0.629084167676912 0.0417696147694787 PN2 I Ebv PN2 0.25 1
36 9000 5.75261978324869 8.0935247169797 -3.01494253411651 0.655206147411383 0.0188314529741188 PN2 I Ebv PN2 0.25 1
37 9000 6.08097873024301 8.66598426408886 -3.24502337855768 0.651909027199438 0.0081088175123917 PN2 I Ebv PN2 0.25 1
38 9000 6.42326082468497 9.21484285798867 -3.45900402072879 0.638361790743374 0.0290601966817147 PN2 I Ebv PN2 0.25 1
39 9000 6.79122034176125 9.65457714435574 -3.54330048812872 0.637010476877308 0.0429332086569278 PN2 I Ebv PN2 0.25 1
40 9000 7.08848209070279 10.0990251034386 -3.59642156881108 0.544724950893327 0.0411536051819204 PN2 I Ebv PN2 0.25 1
41 9000 7.44813623508161 10.4957155256301 -3.61280506451163 0.48540215599755 0.0798236179655918 PN2 I Ebv PN2 0.25 1
20 4500 0.0282830502745769 0 0 -0.00299895433483766 0.0312820046094146 PN2 I Tbv PN2 0.25 1
22 9000 0.708037900183515 0.0592931080744226 0.510870769528185 0.0124218870384894 0.125452135542418 PN2 I Tbv PN2 0.25 1
23 9000 1.38266003526663 0.170539238214541 0.834010767216679 0.070409176869382 0.307700852966031 PN2 I Tbv PN2 0.25 1
24 9000 2.14026663924029 0.376984458014104 1.26280249724441 0.197039337889254 0.303440346092513 PN2 I Tbv PN2 0.25 1
25 9000 2.79000942282576 0.587176421183576 1.70578971973424 0.200882998358277 0.296160283549666 PN2 I Tbv PN2 0.25 1
26 9000 3.2564238576536 0.82614378026636 1.95732612300222 0.255323288466636 0.21763066591838 PN2 I Tbv PN2 0.25 1
27 9000 3.75950864740407 1.04004026929544 2.32702814347664 0.222673084471858 0.169767150160136 PN2 I Tbv PN2 0.25 1
28 9000 4.30993056373481 1.24936294468914 2.68535018105507 0.237051792661487 0.138165645329122 PN2 I Tbv PN2 0.25 1
29 9000 4.80641872918511 1.48668020620451 2.97073735973834 0.209953020574674 0.139048142667575 PN2 I Tbv PN2 0.25 1
30 9000 5.23127147824757 1.67648866616036 3.20319201711448 0.226300184385423 0.125290610587311 PN2 I Tbv PN2 0.25 1
31 9000 5.60072913650089 1.84686638222764 3.4287521008959 0.171783617038869 0.15332703633848 PN2 I Tbv PN2 0.25 1
32 9000 5.98530593172957 2.03637475509866 3.66696101236523 0.182116252038272 0.0998539122274128 PN2 I Tbv PN2 0.25 1
33 9000 6.44755751527263 2.22074310144783 3.94478718255038 0.181023827889787 0.101003403384633 PN2 I Tbv PN2 0.25 1
34 9000 7.011172252386 2.43636199104047 4.24232721532048 0.200592129309226 0.131890916715821 PN2 I Tbv PN2 0.25 1
35 9000 7.36909053625231 2.58388019772939 4.52047909492627 0.171533451012966 0.0931977925836833 PN2 I Tbv PN2 0.25 1
36 9000 7.69873796304921 2.75759057636416 4.70826018695986 0.166638256858405 0.0662489428667869 PN2 I Tbv PN2 0.25 1
37 9000 8.02128642487005 2.87150803816648 4.94115504477077 0.127348145846937 0.0812751960858598 PN2 I Tbv PN2 0.25 1
38 9000 8.36751071258851 3.00595351774711 5.10037589444962 0.159640717798266 0.101540582593512 PN2 I Tbv PN2 0.25 1
39 9000 8.64099773193371 3.08802029322457 5.30713432179061 0.157606915175804 0.088236201742727 PN2 I Tbv PN2 0.25 1
40 9000 8.86477952147915 3.22778844755788 5.45642514841629 0.117987635968943 0.0625782895360342 PN2 I Tbv PN2 0.25 1
41 9000 9.15502097300566 3.33835824382033 5.59715363695452 0.145173010456278 0.0743360817745279 PN2 I Tbv PN2 0.25 1
20 1500 0.346698603237248 0.42935673968301 -0.0826581364457618 0 0 PN2 T1 Ebv GN2 0.25 2
21 6000 0.145431505594245 0.670082880981839 -0.524651375387594 0 0 PN2 T1 Ebv GN2 0.25 2
22 6000 0.868801681109737 1.60900548654601 -0.740203805436273 0 0 PN2 T1 Ebv GN2 0.25 2
23 6000 1.50794388539841 2.65426836393308 -1.14632447853468 0 0 PN2 T1 Ebv GN2 0.25 2
24 6000 2.00642054772813 3.17079982754149 -1.16437927981336 0 0 PN2 T1 Ebv GN2 0.25 2
25 6000 2.50142116660512 3.86115952734029 -1.35973836073517 0 0 PN2 T1 Ebv GN2 0.25 2
26 6000 3.07075822124176 4.57609727478377 -1.50533905354201 0 0 PN2 T1 Ebv GN2 0.25 2
27 6000 3.49473773132715 5.45040770195653 -1.95566997062938 0 0 PN2 T1 Ebv GN2 0.25 2
28 6000 4.07009587843279 6.12800990214001 -2.05791402370722 0 0 PN2 T1 Ebv GN2 0.25 2
29 6000 4.63508142302548 6.897899264661 -2.26281784163552 0 0 PN2 T1 Ebv GN2 0.25 2
30 6000 5.02005288762549 7.64037652666071 -2.62032363903523 0 0 PN2 T1 Ebv GN2 0.25 2
31 6000 5.43150231293172 8.23384999173213 -2.80234767880041 0 0 PN2 T1 Ebv GN2 0.25 2
32 6000 5.78110379267773 8.65941548492118 -2.87831169224345 0 0 PN2 T1 Ebv GN2 0.25 2
33 6000 6.44091080234476 9.23345745122136 -2.7925466488766 0 0 PN2 T1 Ebv GN2 0.25 2
34 6000 6.75617221155682 10.0180978737477 -3.26192566219088 0 0 PN2 T1 Ebv GN2 0.25 2
35 6000 7.17279731253488 10.5227446335071 -3.34994732097223 0 0 PN2 T1 Ebv GN2 0.25 2
36 6000 7.35419614314613 11.0618464700014 -3.70765032685525 0 0 PN2 T1 Ebv GN2 0.25 2
37 6000 7.69581588213934 11.5517067018636 -3.85589081972429 0 0 PN2 T1 Ebv GN2 0.25 2
38 6000 8.10674854377496 12.1275730655732 -4.02082452179827 0 0 PN2 T1 Ebv GN2 0.25 2
39 6000 8.48134003640023 12.5014386694251 -4.02009863302488 0 0 PN2 T1 Ebv GN2 0.25 2
40 6000 8.84666736356244 12.9623344830716 -4.11566711950915 0 0 PN2 T1 Ebv GN2 0.25 2
20 1500 -0.138825258037035 0.0271606963061709 -0.165985954343205 0 0 PN2 T1 Tbv GN2 0.25 2
21 6000 0.605883935066826 0.244618073582751 0.361265861484074 0 0 PN2 T1 Tbv GN2 0.25 2
22 6000 1.31400558850571 0.670997443827666 0.64300814467804 0 0 PN2 T1 Tbv GN2 0.25 2
23 6000 1.94806664905811 0.937759730534947 1.01030691852316 0 0 PN2 T1 Tbv GN2 0.25 2
24 6000 2.45957952407041 1.19692449959296 1.26265502447746 0 0 PN2 T1 Tbv GN2 0.25 2
25 6000 2.96803576123839 1.43055335728386 1.53748240395453 0 0 PN2 T1 Tbv GN2 0.25 2
26 6000 3.53353845547457 1.70272414352495 1.83081431194962 0 0 PN2 T1 Tbv GN2 0.25 2
27 6000 3.9347879605438 1.97198417951091 1.96280378103289 0 0 PN2 T1 Tbv GN2 0.25 2
28 6000 4.49528638390069 2.24928034954063 2.24600603436006 0 0 PN2 T1 Tbv GN2 0.25 2
29 6000 5.09866225333239 2.50170605996363 2.59695619336876 0 0 PN2 T1 Tbv GN2 0.25 2
30 6000 5.4938732625205 2.67260365938008 2.82126960314042 0 0 PN2 T1 Tbv GN2 0.25 2
31 6000 5.85857168740687 2.90773609398728 2.95083559341959 0 0 PN2 T1 Tbv GN2 0.25 2
32 6000 6.22167867196125 3.11901351113813 3.10266516082312 0 0 PN2 T1 Tbv GN2 0.25 2
33 6000 6.8773235078763 3.49043549220897 3.38688801566733 0 0 PN2 T1 Tbv GN2 0.25 2
34 6000 7.11441484331994 3.57909439581749 3.53532044750244 0 0 PN2 T1 Tbv GN2 0.25 2
35 6000 7.59313962116533 3.71916251668388 3.87397710448145 0 0 PN2 T1 Tbv GN2 0.25 2
36 6000 7.73452414494556 3.93911950485187 3.79540464009369 0 0 PN2 T1 Tbv GN2 0.25 2
37 6000 8.13281546125875 4.15955537400484 3.97326008725391 0 0 PN2 T1 Tbv GN2 0.25 2
38 6000 8.51297605674857 4.31668041436463 4.19629564238394 0 0 PN2 T1 Tbv GN2 0.25 2
39 6000 8.882449552471 4.37772655196229 4.5047230005087 0 0 PN2 T1 Tbv GN2 0.25 2
40 6000 9.28458839519097 4.49714023110331 4.78744816408766 0 0 PN2 T1 Tbv GN2 0.25 2
20 4500 -0.115566201079083 0 0 -0.140583723401079 0.0250175223219966 PN2 T1 Ebv PN2 0.25 2
22 9000 0.263080301705451 0.300002727624054 -0.540876679768211 0.0198853805387603 0.484068873310848 PN2 T1 Ebv PN2 0.25 2
23 9000 1.26292620998071 0.771225423529135 -0.560520145621367 0.349567761593525 0.702653170479412 PN2 T1 Ebv PN2 0.25 2
24 9000 1.90655616350251 1.33108049547505 -0.849210865243189 0.927621185434281 0.497065347836372 PN2 T1 Ebv PN2 0.25 2
25 9000 2.35820226057177 1.7264382725317 -0.980757273463354 1.23827017643794 0.374251085065488 PN2 T1 Ebv PN2 0.25 2
26 9000 2.90377329709804 2.36250070771476 -1.18278663964508 1.33639811369994 0.387661115328427 PN2 T1 Ebv PN2 0.25 2
27 9000 3.42626989306339 3.09806802352945 -1.34746576909238 1.44905218306748 0.226615455558842 PN2 T1 Ebv PN2 0.25 2
28 9000 3.84103632152665 3.93120761725363 -1.7071526529766 1.42910253210862 0.187878825140997 PN2 T1 Ebv PN2 0.25 2
29 9000 4.35326006144733 4.71836640674476 -1.93560716522158 1.4011454255364 0.169355394387748 PN2 T1 Ebv PN2 0.25 2
30 9000 4.92066002780063 5.51038102304304 -2.07049758156008 1.41047098950007 0.0703055968175998 PN2 T1 Ebv PN2 0.25 2
31 9000 5.2879983563502 6.35429614865645 -2.48684075946209 1.37044799167108 0.0500949754847605 PN2 T1 Ebv PN2 0.25 2
32 9000 5.6608175385806 6.96903660587839 -2.64473093235962 1.29306093360596 0.043450931455865 PN2 T1 Ebv PN2 0.25 2
33 9000 6.14442973850528 7.52437226562101 -2.75399326053938 1.37540993000659 -0.00135919658294044 PN2 T1 Ebv PN2 0.25 2
34 9000 6.70454767364289 8.03219822228405 -2.72213243229842 1.40316893007512 -0.0086870464178592 PN2 T1 Ebv PN2 0.25 2
35 9000 7.047378657984 8.77033822091106 -3.09773736340454 1.38403694181216 -0.00925914133467749 PN2 T1 Ebv PN2 0.25 2
36 9000 7.51116020976407 9.31696687246775 -3.22005725215173 1.38562335208623 0.028627237361823 PN2 T1 Ebv PN2 0.25 2
37 9000 7.73848042672615 9.90531725778549 -3.5285224361728 1.36817910143319 -0.00649349631972499 PN2 T1 Ebv PN2 0.25 2
38 9000 8.0535433888533 10.4362817059801 -3.72755972696407 1.3499699410568 -0.00514853121956567 PN2 T1 Ebv PN2 0.25 2
39 9000 8.50189154610218 11.1652711813785 -3.81691516744655 1.04797752737285 0.105558004797407 PN2 T1 Ebv PN2 0.25 2
40 9000 8.76940041922633 11.6323789293061 -3.94089036044581 1.01739786582472 0.060513984541303 PN2 T1 Ebv PN2 0.25 2
41 9000 9.13015798771657 12.1367600890047 -4.0311696384693 0.909352065064139 0.115215472117064 PN2 T1 Ebv PN2 0.25 2
20 4500 0.0462750860123438 0 0 -0.00522021877346555 0.0514953047858093 PN2 T1 Tbv PN2 0.25 2
22 9000 0.712276210856908 0.191413813655672 0.365115856964564 0.0125125437779444 0.143233996458728 PN2 T1 Tbv PN2 0.25 2
23 9000 1.68517828377825 0.480334596942406 0.584227125031832 0.121063920323317 0.499552641480698 PN2 T1 Tbv PN2 0.25 2
24 9000 2.31095326468995 0.680591880569814 0.842528391667298 0.248701631010827 0.539131361442008 PN2 T1 Tbv PN2 0.25 2
25 9000 2.77868353414275 0.824955495037029 1.1032832657397 0.386923111994887 0.463521661371136 PN2 T1 Tbv PN2 0.25 2
26 9000 3.28967351115191 1.16681875045964 1.32399666605487 0.384877075560775 0.413981019076622 PN2 T1 Tbv PN2 0.25 2
27 9000 3.86639545196533 1.37307639444575 1.73366881257925 0.462138213863231 0.297512031077096 PN2 T1 Tbv PN2 0.25 2
28 9000 4.25379320171607 1.66314892719918 1.9247589220356 0.41406936341464 0.251815989066644 PN2 T1 Tbv PN2 0.25 2
29 9000 4.75254783016411 1.94602778044202 2.21893600059509 0.38600769791828 0.20157635120871 PN2 T1 Tbv PN2 0.25 2
30 9000 5.36461502005213 2.25311709651481 2.56291372050323 0.352515077378218 0.196069125655871 PN2 T1 Tbv PN2 0.25 2
31 9000 5.72897731651386 2.46658271964438 2.73316753796415 0.341488051996936 0.187739006908383 PN2 T1 Tbv PN2 0.25 2
32 9000 6.06080307621573 2.67434621570308 2.88168373192737 0.327936952719524 0.176836175865764 PN2 T1 Tbv PN2 0.25 2
33 9000 6.55156258618863 2.87711501270078 3.16063179512965 0.334211231241972 0.179604547116228 PN2 T1 Tbv PN2 0.25 2
34 9000 7.13389025964505 3.19751497983459 3.38196760181779 0.353184320035259 0.201223357957418 PN2 T1 Tbv PN2 0.25 2
35 9000 7.44627925186318 3.30937026878135 3.61163958429308 0.341052345866506 0.184217052922243 PN2 T1 Tbv PN2 0.25 2
36 9000 7.89117689523727 3.49822905841541 3.84252410096542 0.372812381189133 0.177611354667304 PN2 T1 Tbv PN2 0.25 2
37 9000 8.14155437378624 3.74321334046608 3.83768759479803 0.382434587650091 0.178218850872039 PN2 T1 Tbv PN2 0.25 2
38 9000 8.43660167116096 3.92153559387288 3.98518873913813 0.373416364945736 0.156460973204209 PN2 T1 Tbv PN2 0.25 2
39 9000 8.89488014829432 4.13988115388945 4.31424468361553 0.277416830242957 0.163337480546382 PN2 T1 Tbv PN2 0.25 2
40 9000 9.14905989402636 4.23773114521722 4.50913137802606 0.278671399808635 0.123525970974448 PN2 T1 Tbv PN2 0.25 2
41 9000 9.4609904292206 4.34445153132614 4.73636681234042 0.260833673123377 0.119338412430657 PN2 T1 Tbv PN2 0.25 2
20 1500 -3.27544324582906e-05 0.0577383840245711 -0.0577711384570294 0 0 PN2 T2 Ebv GN2 0.25 2
21 6000 -1.96057843376772 0.0271279333646516 -1.98770636713238 0 0 PN2 T2 Ebv GN2 0.25 2
22 6000 -1.31193390739555 0.601960433667295 -1.91389434106285 0 0 PN2 T2 Ebv GN2 0.25 2
23 6000 -0.734677407655561 1.18553210954178 -1.92020951719734 0 0 PN2 T2 Ebv GN2 0.25 2
24 6000 0.0441183911627939 1.80051633983263 -1.75639794866983 0 0 PN2 T2 Ebv GN2 0.25 2
25 6000 0.413166951472921 2.30722444659615 -1.89405749512323 0 0 PN2 T2 Ebv GN2 0.25 2
26 6000 0.854257895764723 2.79925436656715 -1.94499647080243 0 0 PN2 T2 Ebv GN2 0.25 2
27 6000 1.22205786386393 3.43130430290695 -2.20924643904303 0 0 PN2 T2 Ebv GN2 0.25 2
28 6000 1.43144929440678 3.97694225637818 -2.5454929619714 0 0 PN2 T2 Ebv GN2 0.25 2
29 6000 1.92933624322057 4.32455195517725 -2.39521571195668 0 0 PN2 T2 Ebv GN2 0.25 2
30 6000 2.23534715786055 5.01291292671456 -2.77756576885401 0 0 PN2 T2 Ebv GN2 0.25 2
31 6000 2.63878779285299 5.2735484272481 -2.63476063439511 0 0 PN2 T2 Ebv GN2 0.25 2
32 6000 2.92355560098373 5.7164658050215 -2.79291020403778 0 0 PN2 T2 Ebv GN2 0.25 2
33 6000 3.24461557196491 6.10771846223552 -2.86310289027061 0 0 PN2 T2 Ebv GN2 0.25 2
34 6000 3.63327689137688 6.61768231667967 -2.98440542530279 0 0 PN2 T2 Ebv GN2 0.25 2
35 6000 3.85668492608371 7.10004237667333 -3.24335745058962 0 0 PN2 T2 Ebv GN2 0.25 2
36 6000 4.51186084009437 7.47246420320901 -2.96060336311464 0 0 PN2 T2 Ebv GN2 0.25 2
37 6000 5.02289333152733 7.67742587251637 -2.65453254098904 0 0 PN2 T2 Ebv GN2 0.25 2
38 6000 5.62114670823114 8.2335838044955 -2.61243709626437 0 0 PN2 T2 Ebv GN2 0.25 2
39 6000 6.07491815606989 8.56195360786311 -2.48703545179323 0 0 PN2 T2 Ebv GN2 0.25 2
40 6000 6.70170518439233 8.78318415331082 -2.08147896891849 0 0 PN2 T2 Ebv GN2 0.25 2
20 1500 -0.0884019142747904 0.00331268505957244 -0.0917145993343628 0 0 PN2 T2 Tbv GN2 0.25 2
21 6000 0.712970565079659 0.166219824680025 0.546750740399634 0 0 PN2 T2 Tbv GN2 0.25 2
22 6000 1.38229764629511 0.382400418223859 0.999897228071248 0 0 PN2 T2 Tbv GN2 0.25 2
23 6000 1.96912724335713 0.523301300820708 1.44582594253642 0 0 PN2 T2 Tbv GN2 0.25 2
24 6000 2.73570510787146 0.865718511737668 1.86998659613379 0 0 PN2 T2 Tbv GN2 0.25 2
25 6000 3.08117918159682 0.97428230795393 2.1068968736429 0 0 PN2 T2 Tbv GN2 0.25 2
26 6000 3.48441307393074 1.04091464966774 2.443498424263 0 0 PN2 T2 Tbv GN2 0.25 2
27 6000 3.82703809571311 1.11217078838887 2.71486730732424 0 0 PN2 T2 Tbv GN2 0.25 2
28 6000 4.14676336909716 1.20812093874084 2.93864243035632 0 0 PN2 T2 Tbv GN2 0.25 2
29 6000 4.60921822487242 1.1749549193403 3.43426330553212 0 0 PN2 T2 Tbv GN2 0.25 2
30 6000 4.94925675671421 1.35990296358195 3.58935379313226 0 0 PN2 T2 Tbv GN2 0.25 2
31 6000 5.33861878893995 1.38663766070677 3.95198112823318 0 0 PN2 T2 Tbv GN2 0.25 2
32 6000 5.62155030383497 1.50672622276242 4.11482408107255 0 0 PN2 T2 Tbv GN2 0.25 2
33 6000 5.97136056719527 1.8201757711073 4.15118479608797 0 0 PN2 T2 Tbv GN2 0.25 2
34 6000 6.35417105480079 2.00970759477433 4.34446346002646 0 0 PN2 T2 Tbv GN2 0.25 2
35 6000 6.55612314538089 2.11698990581637 4.43913323956452 0 0 PN2 T2 Tbv GN2 0.25 2
36 6000 7.22415161293821 2.43538640108915 4.78876521184906 0 0 PN2 T2 Tbv GN2 0.25 2
37 6000 7.67731482296878 2.42909383713854 5.24822098583025 0 0 PN2 T2 Tbv GN2 0.25 2
38 6000 8.32514346715502 2.65914424276991 5.66599922438511 0 0 PN2 T2 Tbv GN2 0.25 2
39 6000 8.76647152111168 2.92551790262509 5.84095361848659 0 0 PN2 T2 Tbv GN2 0.25 2
40 6000 9.32779849122019 3.07226311715964 6.25553537406054 0 0 PN2 T2 Tbv GN2 0.25 2
20 4500 1.09181441527794e-05 0 0 -0.00322640113812044 0.00323731928227322 PN2 T2 Ebv PN2 0.25 2
22 9000 -1.39793525016653 0.0971457928544467 -1.50815142562001 -0.00078242859963663 0.0138528111986621 PN2 T2 Ebv PN2 0.25 2
23 9000 -0.905253667480916 0.213592009752923 -1.20168529193111 0.00235012095798092 0.0804894937392879 PN2 T2 Ebv PN2 0.25 2
24 9000 -0.725257508957565 0.484942058255545 -1.35313166945212 0.00653763378129992 0.136394468457707 PN2 T2 Ebv PN2 0.25 2
25 9000 -0.334595647399544 0.984326838831595 -1.42822625704362 0.0082677275237879 0.101036043288695 PN2 T2 Ebv PN2 0.25 2
26 9000 -0.109198817647532 1.31847556470286 -1.52788451006537 0.0175943600774884 0.0826157676374944 PN2 T2 Ebv PN2 0.25 2
27 9000 0.015570407577905 1.89729251106996 -1.95053308051596 0.0159890786732401 0.0528218983506659 PN2 T2 Ebv PN2 0.25 2
28 9000 0.274089098901994 2.32615545186577 -2.10112081950635 0.0110372079528413 0.038017258589736 PN2 T2 Ebv PN2 0.25 2
29 9000 0.621205904051852 3.04937987262675 -2.45497153525658 0.00636759238308695 0.0204299742985885 PN2 T2 Ebv PN2 0.25 2
30 9000 0.945343289771888 3.54647994706252 -2.61821178264226 0.0033765983535606 0.013698526998072 PN2 T2 Ebv PN2 0.25 2
31 9000 1.31667075265883 4.10418951292002 -2.79419840822869 -0.000119538026056902 0.00679918599355837 PN2 T2 Ebv PN2 0.25 2
32 9000 1.70964122350905 4.42941862050453 -2.72297403884636 -0.000906663487352752 0.00410330533824346 PN2 T2 Ebv PN2 0.25 2
33 9000 2.10145083380204 4.90610741162465 -2.80407374482967 -0.0022384806914171 0.00165564769847323 PN2 T2 Ebv PN2 0.25 2
34 9000 2.44484303647735 5.385335763945 -2.937406113906 -0.00328623804317358 0.000199624481525627 PN2 T2 Ebv PN2 0.25 2
35 9000 2.8565762563451 5.86194880991298 -3.00649724761227 -0.0003319156804841 0.00145660972487496 PN2 T2 Ebv PN2 0.25 2
36 9000 3.073651024606 6.37266715276115 -3.29850920368771 -0.000735678914185781 0.000228754446748864 PN2 T2 Ebv PN2 0.25 2
37 9000 3.73112889670172 6.71963812966427 -2.99127392441483 0.00113530825932542 0.00162938319294917 PN2 T2 Ebv PN2 0.25 2
38 9000 4.24974385477064 7.08352541854848 -2.83558168168371 0.000102145831007061 0.0016979720748572 PN2 T2 Ebv PN2 0.25 2
39 9000 4.83281453523607 7.58047498426273 -2.74521231799079 -0.00251568570283999 6.75546669650786e-05 PN2 T2 Ebv PN2 0.25 2
40 9000 5.39934839608388 7.96729144921903 -2.56821377212646 -0.000198616847997533 0.000469335839310896 PN2 T2 Ebv PN2 0.25 2
41 9000 6.13488371390031 8.29892533727043 -2.16094844971634 -0.0030087682410483 -8.44054127341054e-05 PN2 T2 Ebv PN2 0.25 2
20 4500 0.0294673047582633 0 0 -0.00456752327514937 0.0340348280334127 PN2 T2 Tbv PN2 0.25 2
22 9000 0.751381963580987 0.0916363261596032 0.551716586649961 -0.00267367410285888 0.110702724874282 PN2 T2 Tbv PN2 0.25 2
23 9000 0.923424845822976 0.19468042059822 0.661550974458329 -0.0362186651682533 0.103412115934681 PN2 T2 Tbv PN2 0.25 2
24 9000 1.50667422675975 0.327257924439938 1.06534775383729 0.00978426566103755 0.104284282821482 PN2 T2 Tbv PN2 0.25 2
25 9000 2.19208031826243 0.626662622614159 1.50473299517445 0.0346914901757265 0.0259932102980964 PN2 T2 Tbv PN2 0.25 2
26 9000 2.77359864490459 0.751585912430181 1.90422583027345 0.0463757665753196 0.0714111356256441 PN2 T2 Tbv PN2 0.25 2
27 9000 2.9906594173621 0.832322151322574 2.16473086444226 -0.0226946629581001 0.01630106455537 PN2 T2 Tbv PN2 0.25 2
28 9000 3.41581878090617 0.920618356635032 2.52994676510461 -0.0418809487685188 0.00713460793504857 PN2 T2 Tbv PN2 0.25 2
29 9000 3.8858372821302 1.08139526692753 2.8695842183422 -0.0512623570412606 -0.0138798460982659 PN2 T2 Tbv PN2 0.25 2
30 9000 4.1626114417568 1.06233543888232 3.18528822113724 -0.0315910590827973 -0.0534211591799539 PN2 T2 Tbv PN2 0.25 2
31 9000 4.58878661878472 1.23987124995462 3.43344983459418 -0.0513956175562979 -0.0331388482077734 PN2 T2 Tbv PN2 0.25 2
32 9000 4.94101495304916 1.26302297480213 3.79134571857341 -0.106571163765653 -0.00678257656072527 PN2 T2 Tbv PN2 0.25 2
33 9000 5.3811425315666 1.43530789516669 3.97150650040861 -0.0260073713936757 0.000335507384981227 PN2 T2 Tbv PN2 0.25 2
34 9000 5.54703063494819 1.66638310233095 3.97389874642495 -0.0582456710485019 -0.0350055427592155 PN2 T2 Tbv PN2 0.25 2
35 9000 5.98454613610084 1.81179236938906 4.25947070974559 -0.0175957695671948 -0.0691211734666153 PN2 T2 Tbv PN2 0.25 2
36 9000 6.12935118154314 1.95381245165221 4.31179879075613 -0.111504813944369 -0.0247552469208248 PN2 T2 Tbv PN2 0.25 2
37 9000 6.70687760550171 2.19428641547892 4.69771274371301 -0.159427517603878 -0.0256940360863424 PN2 T2 Tbv PN2 0.25 2
38 9000 7.1909867324854 2.29841163408381 5.08211351582643 -0.136169544504372 -0.0533688729204653 PN2 T2 Tbv PN2 0.25 2
39 9000 7.85088332942412 2.49940966905626 5.50174257364195 -0.132315841780376 -0.0179530714937149 PN2 T2 Tbv PN2 0.25 2
40 9000 8.39608657079575 2.74707333357535 5.70469818341778 -0.0623599287126591 0.00667498251528262 PN2 T2 Tbv PN2 0.25 2
41 9000 8.8747648912321 2.90346616267036 6.08029476779009 -0.0825450128609422 -0.0264510263674059 PN2 T2 Tbv PN2 0.25 2
20 1500 0.173332924402395 0.24354756185379 -0.0702146374513956 0 0 PN2 I Ebv GN2 0.25 2
21 6000 -0.907573464086739 0.348605407173245 -1.25617887125998 0 0 PN2 I Ebv GN2 0.25 2
22 6000 -0.221566113142907 1.10548296010665 -1.32704907324956 0 0 PN2 I Ebv GN2 0.25 2
23 6000 0.386633238871422 1.91990023673743 -1.53326699786601 0 0 PN2 I Ebv GN2 0.25 2
24 6000 1.02526946944546 2.48565808368706 -1.4603886142416 0 0 PN2 I Ebv GN2 0.25 2
25 6000 1.45729405903902 3.08419198696822 -1.6268979279292 0 0 PN2 I Ebv GN2 0.25 2
26 6000 1.96250805850324 3.68767582067546 -1.72516776217222 0 0 PN2 I Ebv GN2 0.25 2
27 6000 2.35839779759554 4.44085600243174 -2.0824582048362 0 0 PN2 I Ebv GN2 0.25 2
28 6000 2.75077258641979 5.0524760792591 -2.30170349283931 0 0 PN2 I Ebv GN2 0.25 2
29 6000 3.28220883312303 5.61122560991913 -2.3290167767961 0 0 PN2 I Ebv GN2 0.25 2
30 6000 3.62770002274302 6.32664472668764 -2.69894470394462 0 0 PN2 I Ebv GN2 0.25 2
31 6000 4.03514505289236 6.75369920949012 -2.71855415659776 0 0 PN2 I Ebv GN2 0.25 2
32 6000 4.35232969683073 7.18794064497134 -2.83561094814061 0 0 PN2 I Ebv GN2 0.25 2
33 6000 4.84276318715483 7.67058795672844 -2.82782476957361 0 0 PN2 I Ebv GN2 0.25 2
34 6000 5.19472455146685 8.31789009521369 -3.12316554374684 0 0 PN2 I Ebv GN2 0.25 2
35 6000 5.5147411193093 8.81139350509022 -3.29665238578092 0 0 PN2 I Ebv GN2 0.25 2
36 6000 5.93302849162025 9.26715533660519 -3.33412684498495 0 0 PN2 I Ebv GN2 0.25 2
37 6000 6.35935460683334 9.61456628719 -3.25521168035666 0 0 PN2 I Ebv GN2 0.25 2
38 6000 6.86394762600305 10.1805784350344 -3.31663080903132 0 0 PN2 I Ebv GN2 0.25 2
39 6000 7.27812909623506 10.5316961386441 -3.25356704240906 0 0 PN2 I Ebv GN2 0.25 2
40 6000 7.77418627397738 10.8727593181912 -3.09857304421382 0 0 PN2 I Ebv GN2 0.25 2
20 1500 -0.113613586155912 0.0152366906828716 -0.128850276838784 0 0 PN2 I Tbv GN2 0.25 2
21 6000 0.659427250073243 0.205418949131388 0.454008300941854 0 0 PN2 I Tbv GN2 0.25 2
22 6000 1.34815161740041 0.526698931025763 0.821452686374644 0 0 PN2 I Tbv GN2 0.25 2
23 6000 1.95859694620762 0.730530515677828 1.22806643052979 0 0 PN2 I Tbv GN2 0.25 2
24 6000 2.59764231597094 1.03132150566531 1.56632081030562 0 0 PN2 I Tbv GN2 0.25 2
25 6000 3.02460747141761 1.2024178326189 1.82218963879871 0 0 PN2 I Tbv GN2 0.25 2
26 6000 3.50897576470266 1.37181939659635 2.13715636810631 0 0 PN2 I Tbv GN2 0.25 2
27 6000 3.88091302812846 1.54207748394989 2.33883554417857 0 0 PN2 I Tbv GN2 0.25 2
